"ID","median_house_value"
4946,93469.2307692308
6051,100007.692307692
10592,97215.3846153846
1911,96830.7692307692
785,92407.6923076923
11027,97215.3846153846
16043,97215.3846153846
9082,100007.692307692
11313,97215.3846153846
6191,97215.3846153846
18878,100507.692307692
18127,97215.3846153846
7422,97215.3846153846
11904,97215.3846153846
11624,97215.3846153846
3407,97215.3846153846
5823,97215.3846153846
17327,97215.3846153846
1954,89376.9230769231
4027,97330.7692307692
19387,97215.3846153846
7756,97215.3846153846
14747,97215.3846153846
12804,97215.3846153846
2868,90676.9230769231
9443,97215.3846153846
9899,97215.3846153846
3882,97215.3846153846
16401,97215.3846153846
146,108492.307692308
19221,97215.3846153846
16871,97215.3846153846
11907,97215.3846153846
20209,100507.692307692
16999,97215.3846153846
4971,90676.9230769231
3347,97215.3846153846
3422,90676.9230769231
18326,97215.3846153846
16222,97215.3846153846
546,87530.7692307692
13026,97215.3846153846
13010,97215.3846153846
2997,96830.7692307692
15123,97215.3846153846
12614,100007.692307692
18055,97215.3846153846
6038,90676.9230769231
12968,97215.3846153846
4448,90676.9230769231
18771,97215.3846153846
11783,97215.3846153846
5452,97215.3846153846
1741,96830.7692307692
4949,90676.9230769231
14434,97215.3846153846
18062,97215.3846153846
15858,97215.3846153846
13591,97215.3846153846
17758,97215.3846153846
3157,96830.7692307692
11128,97215.3846153846
10350,97215.3846153846
2394,96830.7692307692
16007,97215.3846153846
15914,97215.3846153846
16081,97215.3846153846
13339,97215.3846153846
85,81692.3076923077
7562,97215.3846153846
17080,97215.3846153846
6379,97215.3846153846
17446,97215.3846153846
12018,97215.3846153846
17502,97215.3846153846
8046,97215.3846153846
11681,97215.3846153846
13959,100007.692307692
4370,90676.9230769231
2198,90292.3076923077
726,90015.3846153846
11838,97215.3846153846
7358,100007.692307692
13589,97215.3846153846
8833,97215.3846153846
10486,97215.3846153846
2205,95153.8461538462
10045,97215.3846153846
16668,97215.3846153846
20582,97215.3846153846
13267,97215.3846153846
10025,97215.3846153846
18691,97215.3846153846
5535,97215.3846153846
4438,90676.9230769231
7001,97215.3846153846
12584,100007.692307692
9215,97215.3846153846
17272,97215.3846153846
7641,97215.3846153846
13594,97215.3846153846
19589,97215.3846153846
10890,97215.3846153846
6142,97215.3846153846
15284,100007.692307692
18290,97215.3846153846
19063,100507.692307692
4207,90676.9230769231
19178,97215.3846153846
3517,97215.3846153846
1558,95153.8461538462
8547,97215.3846153846
19235,97215.3846153846
5265,100007.692307692
8772,97215.3846153846
16421,97215.3846153846
1273,96830.7692307692
16036,97215.3846153846
1202,90015.3846153846
9584,97215.3846153846
566,76192.3076923077
18993,97215.3846153846
3645,97638.4615384615
13767,97215.3846153846
8038,97215.3846153846
2627,96830.7692307692
15114,100007.692307692
13807,97215.3846153846
12780,97215.3846153846
3194,90676.9230769231
6883,97215.3846153846
14197,97215.3846153846
18544,97215.3846153846
7166,97215.3846153846
7389,97215.3846153846
11574,97215.3846153846
9272,97215.3846153846
10408,97215.3846153846
5695,97215.3846153846
10017,97215.3846153846
10915,97215.3846153846
11940,97215.3846153846
216,82253.8461538462
11012,97215.3846153846
7842,97215.3846153846
9147,97215.3846153846
10793,97215.3846153846
9661,97215.3846153846
10869,97215.3846153846
20285,100507.692307692
7383,97215.3846153846
19701,97215.3846153846
2728,96830.7692307692
5765,96830.7692307692
2073,96030.7692307692
15713,97215.3846153846
17077,97215.3846153846
8857,100007.692307692
7772,97215.3846153846
17098,100507.692307692
10500,97215.3846153846
12855,97215.3846153846
17491,97215.3846153846
18279,97215.3846153846
13774,97215.3846153846
7075,97215.3846153846
7690,97215.3846153846
5366,92407.6923076923
18072,97215.3846153846
1480,96830.7692307692
2414,96830.7692307692
14027,97215.3846153846
17967,97215.3846153846
20473,97215.3846153846
3216,90292.3076923077
3559,90676.9230769231
4021,97215.3846153846
11192,100007.692307692
16187,97215.3846153846
9600,97215.3846153846
58,69200
9007,97215.3846153846
15549,97215.3846153846
9116,97215.3846153846
7057,97215.3846153846
5572,97215.3846153846
16812,100507.692307692
3544,92507.6923076923
15475,100007.692307692
10406,97215.3846153846
12601,97215.3846153846
347,79961.5384615385
7419,97215.3846153846
4502,90676.9230769231
12713,97215.3846153846
17866,97215.3846153846
11810,97215.3846153846
391,79569.2307692308
12134,100007.692307692
5862,97215.3846153846
15691,97215.3846153846
1596,92407.6923076923
11950,97215.3846153846
11151,97215.3846153846
8884,97215.3846153846
18463,100007.692307692
12169,97215.3846153846
1702,89376.9230769231
14414,97215.3846153846
3550,97215.3846153846
17316,97215.3846153846
276,97430.7692307692
826,84661.5384615385
17861,97215.3846153846
16272,97215.3846153846
20128,97215.3846153846
11820,97215.3846153846
6204,100007.692307692
17003,100007.692307692
15499,97215.3846153846
18458,97215.3846153846
15163,97215.3846153846
7190,97215.3846153846
14358,97215.3846153846
1259,88569.2307692308
11774,97215.3846153846
4661,97215.3846153846
1204,90292.3076923077
15913,97215.3846153846
1434,90676.9230769231
1937,96830.7692307692
20215,97215.3846153846
2526,97215.3846153846
9104,97215.3846153846
13325,97215.3846153846
383,100369.230769231
19035,97215.3846153846
9371,99869.2307692308
2152,90676.9230769231
20585,97215.3846153846
5981,97215.3846153846
9435,97215.3846153846
20143,97215.3846153846
16750,97215.3846153846
4051,92507.6923076923
11283,97215.3846153846
10426,97215.3846153846
4811,90676.9230769231
12901,97215.3846153846
16449,100507.692307692
4704,92407.6923076923
8131,97215.3846153846
6955,97215.3846153846
19947,97215.3846153846
12846,97215.3846153846
6962,97215.3846153846
19078,100507.692307692
10367,97215.3846153846
4096,90676.9230769231
8383,97215.3846153846
13252,97215.3846153846
12927,97215.3846153846
7885,97215.3846153846
18241,97215.3846153846
1580,95153.8461538462
17764,97215.3846153846
17987,100507.692307692
14086,97215.3846153846
1403,89207.6923076923
1285,87215.3846153846
419,81607.6923076923
3603,97215.3846153846
10728,97215.3846153846
4114,92407.6923076923
7902,97215.3846153846
5449,97215.3846153846
12522,97215.3846153846
10404,100007.692307692
575,94746.1538461538
14911,100507.692307692
6869,97215.3846153846
16219,97215.3846153846
17232,97215.3846153846
15638,97215.3846153846
10309,97215.3846153846
4123,97215.3846153846
113,121500
14682,97215.3846153846
1862,96830.7692307692
10605,97215.3846153846
732,89753.8461538462
11405,97215.3846153846
7353,97215.3846153846
3439,90676.9230769231
7722,97215.3846153846
18331,97215.3846153846
13402,100007.692307692
14971,97215.3846153846
13346,97215.3846153846
3261,89753.8461538462
1156,90292.3076923077
10073,97215.3846153846
13685,97215.3846153846
12466,97215.3846153846
15665,97215.3846153846
11298,100007.692307692
7318,97215.3846153846
9005,92507.6923076923
7312,97215.3846153846
11361,97215.3846153846
15958,97215.3846153846
7308,97215.3846153846
15641,100507.692307692
9744,97215.3846153846
12349,97215.3846153846
6496,97215.3846153846
3136,96830.7692307692
7551,97215.3846153846
1573,96830.7692307692
18582,100507.692307692
8862,97215.3846153846
708,106184.615384615
2023,96830.7692307692
12829,97215.3846153846
9943,97215.3846153846
14261,97215.3846153846
12566,97215.3846153846
1415,92407.6923076923
12726,97215.3846153846
3572,97215.3846153846
17352,97215.3846153846
14736,97215.3846153846
7307,97215.3846153846
5806,90676.9230769231
7625,100007.692307692
17694,97215.3846153846
10371,100007.692307692
3593,96830.7692307692
8279,100007.692307692
356,79030.7692307692
19192,97215.3846153846
10858,97215.3846153846
12464,97215.3846153846
13910,100007.692307692
16830,100507.692307692
6814,97215.3846153846
680,90015.3846153846
11250,97215.3846153846
5844,97215.3846153846
2608,97215.3846153846
15515,100007.692307692
11280,97215.3846153846
10049,97215.3846153846
3879,97215.3846153846
14502,97215.3846153846
2636,90676.9230769231
13653,97215.3846153846
19482,97215.3846153846
15942,97215.3846153846
6341,91707.6923076923
5761,90676.9230769231
11958,97215.3846153846
1820,89753.8461538462
20430,97215.3846153846
2505,90676.9230769231
19679,97215.3846153846
11360,97215.3846153846
20205,97215.3846153846
12834,97215.3846153846
17337,97215.3846153846
2298,88915.3846153846
5306,92407.6923076923
8387,97215.3846153846
8952,97215.3846153846
20173,97215.3846153846
16767,97215.3846153846
15619,100507.692307692
10864,97215.3846153846
6688,97215.3846153846
6610,97215.3846153846
16438,97215.3846153846
20406,97215.3846153846
7604,97215.3846153846
848,84938.4615384615
11187,97215.3846153846
4735,90676.9230769231
2585,90676.9230769231
14906,97215.3846153846
10730,97215.3846153846
18740,97215.3846153846
4054,97215.3846153846
16700,97215.3846153846
15198,97215.3846153846
5669,97215.3846153846
18411,97215.3846153846
2700,90676.9230769231
15722,97215.3846153846
13247,97215.3846153846
7176,97215.3846153846
11505,97215.3846153846
1879,96830.7692307692
9580,100007.692307692
3097,90676.9230769231
19292,97215.3846153846
15468,97215.3846153846
4726,90676.9230769231
15031,97215.3846153846
10991,97215.3846153846
11150,97215.3846153846
16002,97215.3846153846
9726,97215.3846153846
10953,97215.3846153846
13485,97215.3846153846
17957,100007.692307692
16079,97215.3846153846
6906,97215.3846153846
14032,97215.3846153846
14793,97215.3846153846
15370,97215.3846153846
12470,97215.3846153846
5292,92407.6923076923
4087,96830.7692307692
4220,90676.9230769231
17334,97215.3846153846
5275,97215.3846153846
673,89753.8461538462
2401,96830.7692307692
11414,100007.692307692
7584,97215.3846153846
11746,100007.692307692
36,72042.8571428571
7470,97215.3846153846
17451,97215.3846153846
8593,97215.3846153846
15034,97215.3846153846
9178,100007.692307692
5580,97215.3846153846
15487,97215.3846153846
15948,97215.3846153846
12996,97215.3846153846
7942,97215.3846153846
9781,97215.3846153846
9800,97215.3846153846
12411,100007.692307692
15770,100507.692307692
11508,97215.3846153846
14267,97215.3846153846
14857,100507.692307692
9792,97215.3846153846
11236,97215.3846153846
14676,97215.3846153846
7637,100007.692307692
12331,97215.3846153846
10035,97215.3846153846
16426,97215.3846153846
17245,97215.3846153846
439,73976.9230769231
859,85615.3846153846
8379,97215.3846153846
11729,97215.3846153846
3108,96830.7692307692
12625,97215.3846153846
12668,100007.692307692
14217,97215.3846153846
19045,97215.3846153846
13432,97215.3846153846
398,76453.8461538462
13671,97215.3846153846
11812,97215.3846153846
9574,97215.3846153846
13062,97215.3846153846
10800,97215.3846153846
11471,100007.692307692
13912,97215.3846153846
4339,97215.3846153846
19453,100007.692307692
13182,100007.692307692
1876,96830.7692307692
2455,96830.7692307692
13513,97215.3846153846
4924,97215.3846153846
11168,97215.3846153846
6385,97215.3846153846
18635,97215.3846153846
19801,97215.3846153846
20020,97215.3846153846
1960,88569.2307692308
3768,97215.3846153846
3549,89530.7692307692
3564,90676.9230769231
11743,97215.3846153846
1995,90676.9230769231
6700,97215.3846153846
1258,90015.3846153846
13348,97215.3846153846
9610,97215.3846153846
11713,97215.3846153846
9404,97215.3846153846
6183,97215.3846153846
7393,97215.3846153846
14151,97215.3846153846
3944,97215.3846153846
18747,97215.3846153846
7439,97215.3846153846
18395,97215.3846153846
9430,97215.3846153846
9244,97215.3846153846
6521,97215.3846153846
16501,97215.3846153846
1247,82646.1538461538
10079,97215.3846153846
1894,96830.7692307692
15236,97215.3846153846
19372,97215.3846153846
7451,97215.3846153846
3532,97215.3846153846
11089,97215.3846153846
17609,97215.3846153846
9513,97215.3846153846
343,73446.1538461538
17320,97215.3846153846
12250,100007.692307692
15177,97215.3846153846
7417,97215.3846153846
10050,97215.3846153846
18387,97215.3846153846
11186,97215.3846153846
18701,100507.692307692
14651,97215.3846153846
16291,97215.3846153846
3198,97330.7692307692
9431,97215.3846153846
8526,97215.3846153846
5674,97215.3846153846
19777,97215.3846153846
18117,97215.3846153846
14730,97215.3846153846
15918,97215.3846153846
17988,97215.3846153846
7038,97215.3846153846
16925,97215.3846153846
13225,97215.3846153846
2365,97215.3846153846
12165,97215.3846153846
11930,97215.3846153846
1287,88292.3076923077
12027,97215.3846153846
19101,97215.3846153846
4373,90676.9230769231
38,83112.5
18530,97215.3846153846
7529,97215.3846153846
16590,97215.3846153846
17623,97215.3846153846
17680,97215.3846153846
16304,97215.3846153846
7002,97215.3846153846
14153,97215.3846153846
3381,97215.3846153846
18064,97215.3846153846
6834,97215.3846153846
5368,92407.6923076923
4038,90676.9230769231
664,85500
7935,97215.3846153846
17197,97215.3846153846
9413,97215.3846153846
2106,90292.3076923077
345,73446.1538461538
223,92069.2307692308
627,90015.3846153846
2559,90292.3076923077
7874,97215.3846153846
9762,97215.3846153846
3630,97215.3846153846
3478,97215.3846153846
19172,100507.692307692
4568,97215.3846153846
6029,90676.9230769231
269,74669.2307692308
14654,97215.3846153846
5016,90676.9230769231
11123,97215.3846153846
1459,89869.2307692308
6589,97215.3846153846
4309,90676.9230769231
19643,97215.3846153846
2458,89869.2307692308
16572,97215.3846153846
10267,97215.3846153846
7175,97215.3846153846
2676,97215.3846153846
17419,97215.3846153846
5918,97215.3846153846
18681,97215.3846153846
9680,97215.3846153846
19031,97215.3846153846
13300,97215.3846153846
14902,100007.692307692
1636,92407.6923076923
2867,96830.7692307692
10475,97215.3846153846
17061,97215.3846153846
357,82523.0769230769
5952,97215.3846153846
17714,97215.3846153846
8257,97215.3846153846
12376,100007.692307692
13180,100007.692307692
20216,97215.3846153846
10608,97215.3846153846
2511,89753.8461538462
16108,97215.3846153846
19047,97215.3846153846
17049,97215.3846153846
13749,97215.3846153846
19314,97215.3846153846
7712,97215.3846153846
7700,97215.3846153846
9484,97215.3846153846
20344,97215.3846153846
7633,97215.3846153846
16540,97215.3846153846
12773,97215.3846153846
19338,97215.3846153846
16282,97215.3846153846
7302,97215.3846153846
14746,97215.3846153846
17605,97215.3846153846
8061,97215.3846153846
14917,97215.3846153846
16148,97215.3846153846
3637,97215.3846153846
13827,97215.3846153846
5979,97215.3846153846
8260,97215.3846153846
7789,97215.3846153846
568,86761.5384615385
16299,97215.3846153846
2216,95153.8461538462
15173,97215.3846153846
10678,97215.3846153846
1060,131700
6609,97215.3846153846
20291,97215.3846153846
15730,97215.3846153846
11963,97215.3846153846
13053,97215.3846153846
11454,97215.3846153846
11757,97215.3846153846
7960,97215.3846153846
19174,97215.3846153846
10766,97215.3846153846
17284,97215.3846153846
17054,97215.3846153846
9246,97215.3846153846
17853,97215.3846153846
11332,100007.692307692
10636,100007.692307692
8258,100007.692307692
15509,97215.3846153846
4554,97215.3846153846
2367,96830.7692307692
16928,97215.3846153846
15165,97215.3846153846
3369,96830.7692307692
4439,90676.9230769231
3557,97215.3846153846
2389,95915.3846153846
14223,97215.3846153846
6685,97215.3846153846
7858,97215.3846153846
1484,88292.3076923077
6929,97215.3846153846
5520,97215.3846153846
16408,97215.3846153846
7195,97215.3846153846
7069,97215.3846153846
9958,97215.3846153846
12032,97215.3846153846
1239,93853.8461538462
15077,97215.3846153846
138,180084.615384615
387,84361.5384615385
15612,97215.3846153846
309,73353.8461538462
3021,96830.7692307692
7676,97215.3846153846
16268,97215.3846153846
9819,97215.3846153846
13528,97215.3846153846
7282,97215.3846153846
9302,97215.3846153846
10185,97215.3846153846
4392,96830.7692307692
4174,90676.9230769231
7939,97215.3846153846
19842,97215.3846153846
7274,97215.3846153846
14333,97215.3846153846
14934,100007.692307692
12043,97215.3846153846
14115,97215.3846153846
15237,97215.3846153846
9407,97215.3846153846
95,70353.8461538462
7178,97215.3846153846
11373,97215.3846153846
6140,97215.3846153846
6731,92407.6923076923
15748,97215.3846153846
1915,87215.3846153846
10963,97215.3846153846
15263,97215.3846153846
17314,97215.3846153846
9414,97215.3846153846
15000,97215.3846153846
19432,97215.3846153846
5434,97215.3846153846
9972,97215.3846153846
16970,97215.3846153846
9830,97215.3846153846
12685,97215.3846153846
15418,100007.692307692
12899,97215.3846153846
19743,97215.3846153846
15980,100007.692307692
2589,90292.3076923077
3179,96830.7692307692
3450,90676.9230769231
15600,97215.3846153846
6781,97215.3846153846
18930,100507.692307692
11782,97215.3846153846
19688,97215.3846153846
20072,97215.3846153846
16442,97215.3846153846
14508,97215.3846153846
6502,97215.3846153846
11554,97215.3846153846
4723,90676.9230769231
14814,97215.3846153846
4588,97215.3846153846
17416,97215.3846153846
17628,97215.3846153846
3507,97215.3846153846
18839,100507.692307692
3016,96830.7692307692
18457,97215.3846153846
8810,97215.3846153846
18806,97215.3846153846
12249,97215.3846153846
518,99269.2307692308
12703,100007.692307692
14033,97215.3846153846
19610,97215.3846153846
15816,97215.3846153846
13213,97215.3846153846
7273,100007.692307692
6386,97215.3846153846
4842,97215.3846153846
4747,90676.9230769231
10567,97215.3846153846
2675,97215.3846153846
20010,97215.3846153846
13550,97215.3846153846
10058,97215.3846153846
7161,97330.7692307692
19080,97215.3846153846
19625,97215.3846153846
2786,96830.7692307692
525,76038.4615384615
17227,97215.3846153846
9638,97215.3846153846
20113,97215.3846153846
20000,97215.3846153846
17864,97215.3846153846
10263,97215.3846153846
16912,100507.692307692
1144,96830.7692307692
11701,97215.3846153846
4310,90676.9230769231
10385,100007.692307692
11352,100007.692307692
10642,97215.3846153846
7179,97215.3846153846
233,84369.2307692308
7719,100007.692307692
20603,97215.3846153846
3082,96830.7692307692
4773,90676.9230769231
16616,97215.3846153846
3821,96830.7692307692
8140,97215.3846153846
1289,96830.7692307692
7182,97215.3846153846
16764,100507.692307692
7653,97215.3846153846
7817,97215.3846153846
7516,97215.3846153846
16774,97215.3846153846
2087,89753.8461538462
14361,97215.3846153846
17833,97215.3846153846
19316,97215.3846153846
6362,97215.3846153846
11941,100007.692307692
1288,82646.1538461538
19662,97215.3846153846
18632,97215.3846153846
5489,97215.3846153846
6354,97215.3846153846
12422,100007.692307692
8516,97215.3846153846
12209,97215.3846153846
20123,97215.3846153846
7763,97215.3846153846
7138,97215.3846153846
8351,97215.3846153846
17550,97215.3846153846
19415,97215.3846153846
14701,97215.3846153846
8673,97215.3846153846
17241,97215.3846153846
17715,97215.3846153846
15794,97215.3846153846
8188,97215.3846153846
6926,97215.3846153846
6771,92407.6923076923
12732,97215.3846153846
18594,97215.3846153846
16666,97215.3846153846
14782,97215.3846153846
7937,97215.3846153846
15601,100507.692307692
13382,100007.692307692
8709,97215.3846153846
9260,97215.3846153846
9721,97215.3846153846
8065,97215.3846153846
18456,97215.3846153846
1719,90676.9230769231
6651,97215.3846153846
1543,97215.3846153846
4160,90676.9230769231
14581,97215.3846153846
1922,96830.7692307692
20469,97215.3846153846
10381,97215.3846153846
6249,97215.3846153846
6250,97215.3846153846
1557,85623.0769230769
4556,100007.692307692
15235,97215.3846153846
18514,97215.3846153846
1860,96830.7692307692
9081,97215.3846153846
2111,90676.9230769231
7039,97215.3846153846
7905,97215.3846153846
9809,97215.3846153846
3535,97215.3846153846
5660,90676.9230769231
3843,96830.7692307692
19579,100007.692307692
8847,97215.3846153846
6241,97215.3846153846
14396,97215.3846153846
7736,97215.3846153846
3635,97215.3846153846
6182,97215.3846153846
3425,97215.3846153846
13401,100007.692307692
16561,97215.3846153846
12440,97215.3846153846
11046,100007.692307692
13654,97215.3846153846
20180,97215.3846153846
10752,97215.3846153846
9456,97215.3846153846
2447,90292.3076923077
6579,97215.3846153846
12781,97215.3846153846
13342,97215.3846153846
1972,96830.7692307692
8251,100007.692307692
9558,97215.3846153846
15578,97215.3846153846
6611,97215.3846153846
3570,97215.3846153846
8112,97215.3846153846
13926,97215.3846153846
6556,97215.3846153846
3196,96830.7692307692
16184,97215.3846153846
1221,88915.3846153846
2642,96830.7692307692
3911,96830.7692307692
15817,97215.3846153846
5840,97215.3846153846
11441,97215.3846153846
7835,97215.3846153846
18772,97215.3846153846
6545,97215.3846153846
18873,100507.692307692
422,91269.2307692308
6308,97215.3846153846
11946,100007.692307692
12219,100007.692307692
15250,100507.692307692
4853,90676.9230769231
15478,100007.692307692
13535,97215.3846153846
5135,90676.9230769231
10999,97215.3846153846
704,95153.8461538462
553,76230.7692307692
11194,97215.3846153846
5671,90676.9230769231
12725,97215.3846153846
12695,97215.3846153846
7147,97215.3846153846
15318,97215.3846153846
13611,97215.3846153846
15935,97215.3846153846
127,121815.384615385
13562,97215.3846153846
17322,97215.3846153846
16637,97215.3846153846
19524,97215.3846153846
2108,88715.3846153846
11054,97215.3846153846
13734,97215.3846153846
13374,100007.692307692
6764,97215.3846153846
7016,97215.3846153846
6879,97215.3846153846
4183,90676.9230769231
6903,97215.3846153846
674,89207.6923076923
18834,97215.3846153846
1140,96830.7692307692
15344,97215.3846153846
13349,97215.3846153846
196,83438.4615384615
18673,97215.3846153846
10337,97215.3846153846
301,73092.3076923077
2169,93853.8461538462
18080,97215.3846153846
16756,97215.3846153846
10867,97215.3846153846
4620,96830.7692307692
6776,97215.3846153846
14276,97215.3846153846
5313,97215.3846153846
16257,97215.3846153846
6973,97215.3846153846
16234,97215.3846153846
10154,97215.3846153846
4259,90676.9230769231
4942,97215.3846153846
1847,89753.8461538462
12457,100007.692307692
19525,97215.3846153846
11166,97215.3846153846
7401,97215.3846153846
18280,97215.3846153846
18179,100507.692307692
16392,97215.3846153846
8368,97215.3846153846
19903,97215.3846153846
9963,97215.3846153846
16773,97215.3846153846
15985,97215.3846153846
14653,97215.3846153846
3732,90676.9230769231
3251,96830.7692307692
1531,90676.9230769231
2283,90676.9230769231
3563,96830.7692307692
18317,97215.3846153846
4569,93469.2307692308
9024,100007.692307692
19034,100007.692307692
15867,97215.3846153846
119,120669.230769231
8324,97215.3846153846
6382,97215.3846153846
13472,100007.692307692
5349,97215.3846153846
2932,90676.9230769231
4204,90676.9230769231
4428,96830.7692307692
15924,97215.3846153846
1877,96830.7692307692
19519,97215.3846153846
16568,97215.3846153846
12615,97215.3846153846
12251,100007.692307692
4420,90676.9230769231
15860,97215.3846153846
12353,100007.692307692
17712,100507.692307692
19126,97215.3846153846
11201,97215.3846153846
14608,97215.3846153846
16837,97215.3846153846
1120,88569.2307692308
14589,97215.3846153846
20364,97215.3846153846
14346,97215.3846153846
19969,97215.3846153846
19136,97215.3846153846
6824,97215.3846153846
3167,97215.3846153846
9872,97215.3846153846
4947,96830.7692307692
13014,100007.692307692
12300,100007.692307692
14936,97215.3846153846
5513,97215.3846153846
14891,97215.3846153846
19931,97215.3846153846
8997,97215.3846153846
8748,100007.692307692
1536,92407.6923076923
10637,97215.3846153846
10998,100007.692307692
9428,97215.3846153846
5032,90676.9230769231
3374,90676.9230769231
8319,97215.3846153846
20311,97215.3846153846
2555,90676.9230769231
10414,100007.692307692
3791,96830.7692307692
15672,97215.3846153846
19613,97215.3846153846
19360,97215.3846153846
17819,97215.3846153846
6277,97215.3846153846
1463,90015.3846153846
18110,97215.3846153846
9715,100007.692307692
15767,100507.692307692
14685,100007.692307692
7169,97215.3846153846
13400,100007.692307692
14138,97215.3846153846
4552,96830.7692307692
12041,100007.692307692
4983,90676.9230769231
17822,100007.692307692
14338,97215.3846153846
1581,95153.8461538462
18652,100507.692307692
81,72300
6708,97215.3846153846
10735,97215.3846153846
5887,90676.9230769231
14373,97215.3846153846
15745,97215.3846153846
12375,92507.6923076923
17845,97215.3846153846
114,84807.6923076923
15559,97215.3846153846
8222,97215.3846153846
758,88292.3076923077
3857,97215.3846153846
16341,97215.3846153846
4901,97215.3846153846
17461,100507.692307692
19894,97215.3846153846
15457,97215.3846153846
15837,97215.3846153846
9654,97215.3846153846
8267,97215.3846153846
12736,97215.3846153846
841,94492.3076923077
8193,97215.3846153846
8665,97215.3846153846
1242,86661.5384615385
6880,100007.692307692
4459,90676.9230769231
17530,100507.692307692
19245,97215.3846153846
10106,97215.3846153846
10102,97215.3846153846
2793,90676.9230769231
17292,97215.3846153846
11208,97215.3846153846
8143,97215.3846153846
14973,100007.692307692
8108,97215.3846153846
13769,100007.692307692
10494,97215.3846153846
10824,97215.3846153846
6794,100007.692307692
6927,97215.3846153846
20289,97215.3846153846
8226,97215.3846153846
3210,97215.3846153846
19230,97215.3846153846
9181,97215.3846153846
15961,97215.3846153846
769,86661.5384615385
15011,100007.692307692
20196,100507.692307692
15472,100507.692307692
16209,97215.3846153846
6893,100007.692307692
3612,97215.3846153846
7526,97215.3846153846
17449,97215.3846153846
4767,90676.9230769231
4137,90676.9230769231
6003,97215.3846153846
5503,100007.692307692
854,84938.4615384615
11792,97215.3846153846
411,77046.1538461538
20048,97215.3846153846
11140,97215.3846153846
11234,97215.3846153846
12955,100007.692307692
17300,97215.3846153846
9280,100007.692307692
8485,97215.3846153846
10153,97215.3846153846
13911,97215.3846153846
10224,97215.3846153846
19348,97215.3846153846
2197,89869.2307692308
6624,90676.9230769231
6761,97215.3846153846
9728,97215.3846153846
5527,97215.3846153846
862,84938.4615384615
12306,100007.692307692
481,80238.4615384615
7130,97215.3846153846
12029,97215.3846153846
3912,96830.7692307692
13250,97215.3846153846
453,82523.0769230769
11789,97215.3846153846
5343,97330.7692307692
881,84938.4615384615
12628,97215.3846153846
16161,97215.3846153846
5199,90676.9230769231
12179,100007.692307692
5792,97215.3846153846
565,84976.9230769231
5737,97215.3846153846
550,81600
197,87738.4615384615
1046,84084.6153846154
11162,97215.3846153846
5131,90676.9230769231
15829,97215.3846153846
12155,97215.3846153846
17411,97215.3846153846
